table_num,TABLE_NAME,category_num,year,Units,value_added,imports,total,CATEGORY_DESC
5,Home food and beverage dollar,15,6/16/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
5,Home food and beverage dollar,16,6/16/05,Cents per Domestic Real Food Dollar,0,0,19.3,Farm share
6,Away food and beverage dollar,1,6/16/05,Cents per Domestic Real Food Dollar,88.5,2.9,92.7,Total
6,Away food and beverage dollar,2,6/16/05,Cents per Domestic Real Food Dollar,1.7,0.2,1.9,Agribusiness
6,Away food and beverage dollar,3,6/16/05,Cents per Domestic Real Food Dollar,5.5,0.6,6,Farm production
6,Away food and beverage dollar,4,6/16/05,Cents per Domestic Real Food Dollar,11.1,0.5,11.7,Food processing
6,Away food and beverage dollar,5,6/16/05,Cents per Domestic Real Food Dollar,2.8,0.6,3.4,Packaging
6,Away food and beverage dollar,6,6/16/05,Cents per Domestic Real Food Dollar,2.1,0.1,2.2,Transportation
6,Away food and beverage dollar,7,6/16/05,Cents per Domestic Real Food Dollar,8.4,-0.1,8.2,Wholesale trade
6,Away food and beverage dollar,8,6/16/05,Cents per Domestic Real Food Dollar,0.3,0,0.3,Retail trade
6,Away food and beverage dollar,9,6/16/05,Cents per Domestic Real Food Dollar,53.3,0.6,52,Foodservices
6,Away food and beverage dollar,10,6/16/05,Cents per Domestic Real Food Dollar,2,0.2,2.2,Energy
6,Away food and beverage dollar,11,6/16/05,Cents per Domestic Real Food Dollar,3.2,0.1,3.3,Finance & Insurance
6,Away food and beverage dollar,12,6/16/05,Cents per Domestic Real Food Dollar,2.4,0.1,2.5,Advertising
6,Away food and beverage dollar,13,6/16/05,Cents per Domestic Real Food Dollar,0.8,0,0.8,Legal & accounting
6,Away food and beverage dollar,14,6/16/05,Cents per Domestic Real Food Dollar,0,0,107.1,Total food dollar
6,Away food and beverage dollar,15,6/16/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
6,Away food and beverage dollar,16,6/16/05,Cents per Domestic Real Food Dollar,0,0,10.6,Farm share
1,Food dollar,1,6/16/05,million 2009 dollars,404860.1,15820.81,426692.77,Total
1,Food dollar,2,6/16/05,million 2009 dollars,13807.18,1583.98,15420.46,Agribusiness
1,Food dollar,3,6/16/05,million 2009 dollars,45504.41,3824.46,49214.61,Farm production
1,Food dollar,4,6/16/05,million 2009 dollars,84282.47,3946.69,88430.72,Food processing
1,Food dollar,5,6/16/05,million 2009 dollars,14447.73,2745.96,17550.82,Packaging
1,Food dollar,6,6/16/05,million 2009 dollars,16020.49,914.03,16769.68,Transportation
1,Food dollar,7,6/16/05,million 2009 dollars,51227.34,-749.8,50431.04,Wholesale trade
1,Food dollar,8,6/16/05,million 2009 dollars,66110.13,786.3,66959,Retail trade
1,Food dollar,9,6/16/05,million 2009 dollars,93659.13,1040.98,91983.55,Foodservices
1,Food dollar,10,6/16/05,million 2009 dollars,8963.98,1105.68,10075.94,Energy
1,Food dollar,11,6/16/05,million 2009 dollars,17025.95,306.48,17324.62,Finance & Insurance
1,Food dollar,12,6/16/05,million 2009 dollars,11347.1,373.67,11734.59,Advertising
1,Food dollar,13,6/16/05,million 2009 dollars,3880,57.82,3926.42,Legal & accounting
1,Food dollar,14,6/16/05,million 2009 dollars,0,0,472542.61,Total food dollar
1,Food dollar,15,6/16/05,million 2009 dollars,0,0,445521.42,Domestic food dollar
1,Food dollar,16,6/16/05,million 2009 dollars,0,0,82752.16,Farm share
2,Food at home dollar,1,6/16/05,million 2009 dollars,244038.29,10763.85,258478.43,Total
2,Food at home dollar,2,6/16/05,million 2009 dollars,10594.55,1205.14,11819.83,Agribusiness
2,Food at home dollar,3,6/16/05,million 2009 dollars,34719.89,2821.43,37455.98,Farm production
2,Food at home dollar,4,6/16/05,million 2009 dollars,66981.97,3105.59,70228.13,Food processing
2,Food at home dollar,5,6/16/05,million 2009 dollars,9689.31,1768.28,11728.28,Packaging
2,Food at home dollar,6,6/16/05,million 2009 dollars,12001.48,716.36,12586.36,Transportation
2,Food at home dollar,7,6/16/05,million 2009 dollars,39246.13,-574.44,38636.06,Wholesale trade
2,Food at home dollar,8,6/16/05,million 2009 dollars,70181.09,834.71,71082.21,Retail trade
2,Food at home dollar,9,6/16/05,million 2009 dollars,365.92,4.12,360.32,Foodservices
2,Food at home dollar,10,6/16/05,million 2009 dollars,5316.78,717.25,6052.04,Energy
2,Food at home dollar,11,6/16/05,million 2009 dollars,10910.1,199,11104.37,Finance & Insurance
2,Food at home dollar,12,6/16/05,million 2009 dollars,7009.72,230.74,7249.09,Advertising
2,Food at home dollar,13,6/16/05,million 2009 dollars,2418.13,36.24,2446.38,Legal & accounting
2,Food at home dollar,14,6/16/05,million 2009 dollars,0,0,280365.2,Total food dollar
2,Food at home dollar,15,6/16/05,million 2009 dollars,0,0,266946.47,Domestic food dollar
2,Food at home dollar,16,6/16/05,million 2009 dollars,0,0,63541.75,Farm share
3,Food away from home dollar,1,6/16/05,million 2009 dollars,158365.81,5216.75,166065.23,Total
3,Food away from home dollar,2,6/16/05,million 2009 dollars,3297.37,409.07,3722.94,Agribusiness
3,Food away from home dollar,3,6/16/05,million 2009 dollars,10883.01,1194.59,12043.9,Farm production
3,Food away from home dollar,4,6/16/05,million 2009 dollars,18890.53,889.47,19856.8,Food processing
3,Food away from home dollar,5,6/16/05,million 2009 dollars,4725.91,997.16,5790.49,Packaging
3,Food away from home dollar,6,6/16/05,million 2009 dollars,3834.89,236.61,4030.78,Transportation
3,Food away from home dollar,7,6/16/05,million 2009 dollars,14433.93,-211.27,14209.54,Wholesale trade
3,Food away from home dollar,8,6/16/05,million 2009 dollars,578.85,6.89,586.29,Retail trade
3,Food away from home dollar,9,6/16/05,million 2009 dollars,95312.02,1020.99,93055.56,Foodservices
3,Food away from home dollar,10,6/16/05,million 2009 dollars,3642.29,353.31,3978.75,Energy
3,Food away from home dollar,11,6/16/05,million 2009 dollars,5879.05,109.3,5984.49,Finance & Insurance
3,Food away from home dollar,12,6/16/05,million 2009 dollars,4295.93,141.54,4442.63,Advertising
3,Food away from home dollar,13,6/16/05,million 2009 dollars,1445.59,21.42,1464.21,Legal & accounting
3,Food away from home dollar,14,6/16/05,million 2009 dollars,0,0,192593.41,Total food dollar
3,Food away from home dollar,15,6/16/05,million 2009 dollars,0,0,179493.59,Domestic food dollar
3,Food away from home dollar,16,6/16/05,million 2009 dollars,0,0,20879.92,Farm share
4,Food and beverage dollar,1,6/16/05,million 2009 dollars,487366.79,20102.58,514544.64,Total
4,Food and beverage dollar,2,6/16/05,million 2009 dollars,14050.25,1613.49,15697.24,Agribusiness
4,Food and beverage dollar,3,6/16/05,million 2009 dollars,45873.61,3984.93,49755.39,Farm production
4,Food and beverage dollar,4,6/16/05,million 2009 dollars,108288,5707.43,113539.9,Food processing
4,Food and beverage dollar,5,6/16/05,million 2009 dollars,20444.22,4331.85,25345.03,Packaging
4,Food and beverage dollar,6,6/16/05,million 2009 dollars,18512.19,1070.37,19389.89,Transportation
4,Food and beverage dollar,7,6/16/05,million 2009 dollars,69522.52,-1017.58,68441.82,Wholesale trade
4,Food and beverage dollar,8,6/16/05,million 2009 dollars,81173.71,965.46,82215.99,Retail trade
4,Food and beverage dollar,9,6/16/05,million 2009 dollars,104483.17,1155.76,102514.14,Foodservices
4,Food and beverage dollar,10,6/16/05,million 2009 dollars,10433.58,1266.13,11695.78,Energy
4,Food and beverage dollar,11,6/16/05,million 2009 dollars,19718.41,357.12,20067.48,Finance & Insurance
4,Food and beverage dollar,12,6/16/05,million 2009 dollars,13634.61,448.99,14100.2,Advertising
4,Food and beverage dollar,13,6/16/05,million 2009 dollars,4573.36,68.22,4627.33,Legal & accounting
4,Food and beverage dollar,14,6/16/05,million 2009 dollars,0,0,571574.86,Total food dollar
4,Food and beverage dollar,15,6/16/05,million 2009 dollars,0,0,536983.74,Domestic food dollar
4,Food and beverage dollar,16,6/16/05,million 2009 dollars,0,0,84307.54,Farm share
5,Home food and beverage dollar,1,6/16/05,million 2009 dollars,306657.11,14258.24,325465.43,Total
5,Home food and beverage dollar,2,6/16/05,million 2009 dollars,10800.1,1230.41,12054.02,Agribusiness
5,Home food and beverage dollar,3,6/16/05,million 2009 dollars,35030.39,2960.12,37910.25,Farm production
5,Home food and beverage dollar,4,6/16/05,million 2009 dollars,87228.62,4585.04,91311,Food processing
5,Home food and beverage dollar,5,6/16/05,million 2009 dollars,14757.25,3094.37,18330.12,Packaging
5,Home food and beverage dollar,6,6/16/05,million 2009 dollars,14057.92,837.49,14742.13,Transportation
5,Home food and beverage dollar,7,6/16/05,million 2009 dollars,55805.67,-816.83,54938.18,Wholesale trade
5,Home food and beverage dollar,8,6/16/05,million 2009 dollars,86275.96,1026.14,87383.74,Retail trade
5,Home food and beverage dollar,9,6/16/05,million 2009 dollars,457.58,5.12,450.06,Foodservices
5,Home food and beverage dollar,10,6/16/05,million 2009 dollars,6382.5,835.53,7231.42,Energy
5,Home food and beverage dollar,11,6/16/05,million 2009 dollars,12951.74,237.28,13183.81,Finance & Insurance
5,Home food and beverage dollar,12,6/16/05,million 2009 dollars,8766.67,288.58,9066.03,Advertising
5,Home food and beverage dollar,13,6/16/05,million 2009 dollars,2956.95,44.36,2990.82,Legal & accounting
5,Home food and beverage dollar,14,6/16/05,million 2009 dollars,0,0,355686.75,Total food dollar
5,Home food and beverage dollar,15,6/16/05,million 2009 dollars,0,0,336518.15,Domestic food dollar
5,Home food and beverage dollar,16,6/16/05,million 2009 dollars,0,0,64938.72,Farm share
6,Away food and beverage dollar,1,6/16/05,million 2009 dollars,175965.27,5832.71,184492.89,Total
6,Away food and beverage dollar,2,6/16/05,million 2009 dollars,3307.71,409.92,3734.43,Agribusiness
6,Away food and beverage dollar,3,6/16/05,million 2009 dollars,10852.95,1191.37,12023.1,Farm production
6,Away food and beverage dollar,4,6/16/05,million 2009 dollars,22168.82,1089.97,23292.73,Food processing
6,Away food and beverage dollar,5,6/16/05,million 2009 dollars,5501.52,1192.74,6777.49,Packaging
6,Away food and beverage dollar,6,6/16/05,million 2009 dollars,4193.04,261.16,4409.34,Transportation
6,Away food and beverage dollar,7,6/16/05,million 2009 dollars,16667.48,-243.95,16408.4,Wholesale trade
6,Away food and beverage dollar,8,6/16/05,million 2009 dollars,608.84,7.23,616.65,Retail trade
6,Away food and beverage dollar,9,6/16/05,million 2009 dollars,105952.75,1132.34,103412.42,Foodservices
6,Away food and beverage dollar,10,6/16/05,million 2009 dollars,3969.51,382.78,4331.98,Energy
6,Away food and beverage dollar,11,6/16/05,million 2009 dollars,6400.37,119.29,6515.49,Finance & Insurance
6,Away food and beverage dollar,12,6/16/05,million 2009 dollars,4763.16,156.92,4925.81,Advertising
6,Away food and beverage dollar,13,6/16/05,million 2009 dollars,1581.92,23.38,1602.09,Legal & accounting
6,Away food and beverage dollar,14,6/16/05,million 2009 dollars,0,0,213100.26,Total food dollar
6,Away food and beverage dollar,15,6/16/05,million 2009 dollars,0,0,198932.67,Domestic food dollar
6,Away food and beverage dollar,16,6/16/05,million 2009 dollars,0,0,21036.45,Farm share
1,Food dollar,1,6/17/05,Cents per Domestic Real Food Dollar,90.5,4,95.8,Total
1,Food dollar,2,6/17/05,Cents per Domestic Real Food Dollar,3.1,0.4,3.5,Agribusiness
1,Food dollar,3,6/17/05,Cents per Domestic Real Food Dollar,10.2,0.9,11.1,Farm production
1,Food dollar,4,6/17/05,Cents per Domestic Real Food Dollar,19.3,1,20.3,Food processing
1,Food dollar,5,6/17/05,Cents per Domestic Real Food Dollar,3.5,0.7,4.3,Packaging
1,Food dollar,6,6/17/05,Cents per Domestic Real Food Dollar,3.6,0.2,3.8,Transportation
1,Food dollar,7,6/17/05,Cents per Domestic Real Food Dollar,11.9,-0.2,11.7,Wholesale trade
1,Food dollar,8,6/17/05,Cents per Domestic Real Food Dollar,15,0.2,15.3,Retail trade
1,Food dollar,9,6/17/05,Cents per Domestic Real Food Dollar,19.8,0.2,19.5,Foodservices
1,Food dollar,10,6/17/05,Cents per Domestic Real Food Dollar,2,0.3,2.2,Energy
1,Food dollar,11,6/17/05,Cents per Domestic Real Food Dollar,3.8,0.1,3.8,Finance & Insurance
1,Food dollar,12,6/17/05,Cents per Domestic Real Food Dollar,2.5,0.1,2.6,Advertising
1,Food dollar,13,6/17/05,Cents per Domestic Real Food Dollar,0.9,0,0.9,Legal & accounting
1,Food dollar,14,6/17/05,Cents per Domestic Real Food Dollar,0,0,106,Total food dollar
1,Food dollar,15,6/17/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
1,Food dollar,16,6/17/05,Cents per Domestic Real Food Dollar,0,0,18.7,Farm share
2,Food at home dollar,1,6/17/05,Cents per Domestic Real Food Dollar,91.1,4.4,96.8,Total
2,Food at home dollar,2,6/17/05,Cents per Domestic Real Food Dollar,3.9,0.5,4.4,Agribusiness
2,Food at home dollar,3,6/17/05,Cents per Domestic Real Food Dollar,12.7,1.1,13.8,Farm production
2,Food at home dollar,4,6/17/05,Cents per Domestic Real Food Dollar,24.9,1.3,26.2,Food processing
2,Food at home dollar,5,6/17/05,Cents per Domestic Real Food Dollar,3.9,0.8,4.8,Packaging
2,Food at home dollar,6,6/17/05,Cents per Domestic Real Food Dollar,4.4,0.3,4.7,Transportation
2,Food at home dollar,7,6/17/05,Cents per Domestic Real Food Dollar,15,-0.2,14.8,Wholesale trade
2,Food at home dollar,8,6/17/05,Cents per Domestic Real Food Dollar,25.9,0.3,26.3,Retail trade
2,Food at home dollar,9,6/17/05,Cents per Domestic Real Food Dollar,0.2,0,0.2,Foodservices
2,Food at home dollar,10,6/17/05,Cents per Domestic Real Food Dollar,2,0.3,2.2,Energy
2,Food at home dollar,11,6/17/05,Cents per Domestic Real Food Dollar,4,0.1,4.1,Finance & Insurance
2,Food at home dollar,12,6/17/05,Cents per Domestic Real Food Dollar,2.6,0.1,2.7,Advertising
2,Food at home dollar,13,6/17/05,Cents per Domestic Real Food Dollar,0.9,0,1,Legal & accounting
2,Food at home dollar,14,6/17/05,Cents per Domestic Real Food Dollar,0,0,105.4,Total food dollar
2,Food at home dollar,15,6/17/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
2,Food at home dollar,16,6/17/05,Cents per Domestic Real Food Dollar,0,0,23.4,Farm share
3,Food away from home dollar,1,6/17/05,Cents per Domestic Real Food Dollar,87.9,3.3,92.5,Total
3,Food away from home dollar,2,6/17/05,Cents per Domestic Real Food Dollar,1.9,0.3,2.1,Agribusiness
3,Food away from home dollar,3,6/17/05,Cents per Domestic Real Food Dollar,6.1,0.7,6.8,Farm production
3,Food away from home dollar,4,6/17/05,Cents per Domestic Real Food Dollar,11.4,0.6,12,Food processing
3,Food away from home dollar,5,6/17/05,Cents per Domestic Real Food Dollar,2.8,0.6,3.5,Packaging
3,Food away from home dollar,6,6/17/05,Cents per Domestic Real Food Dollar,2.2,0.1,2.3,Transportation
3,Food away from home dollar,7,6/17/05,Cents per Domestic Real Food Dollar,8.2,-0.1,8.1,Wholesale trade
3,Food away from home dollar,8,6/17/05,Cents per Domestic Real Food Dollar,0.4,0,0.4,Retail trade
3,Food away from home dollar,9,6/17/05,Cents per Domestic Real Food Dollar,51.9,0.6,50.7,Foodservices
3,Food away from home dollar,10,6/17/05,Cents per Domestic Real Food Dollar,2,0.2,2.2,Energy
3,Food away from home dollar,11,6/17/05,Cents per Domestic Real Food Dollar,3.2,0.1,3.3,Finance & Insurance
3,Food away from home dollar,12,6/17/05,Cents per Domestic Real Food Dollar,2.3,0.1,2.4,Advertising
3,Food away from home dollar,13,6/17/05,Cents per Domestic Real Food Dollar,0.8,0,0.8,Legal & accounting
3,Food away from home dollar,14,6/17/05,Cents per Domestic Real Food Dollar,0,0,107.1,Total food dollar
3,Food away from home dollar,15,6/17/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
3,Food away from home dollar,16,6/17/05,Cents per Domestic Real Food Dollar,0,0,11.9,Farm share
4,Food and beverage dollar,1,6/17/05,Cents per Domestic Real Food Dollar,90.4,4.1,95.8,Total
4,Food and beverage dollar,2,6/17/05,Cents per Domestic Real Food Dollar,2.6,0.3,2.9,Agribusiness
4,Food and beverage dollar,3,6/17/05,Cents per Domestic Real Food Dollar,8.3,0.8,9.1,Farm production
4,Food and beverage dollar,4,6/17/05,Cents per Domestic Real Food Dollar,20.1,1.2,21.2,Food processing
4,Food and beverage dollar,5,6/17/05,Cents per Domestic Real Food Dollar,4,0.9,5.1,Packaging
4,Food and beverage dollar,6,6/17/05,Cents per Domestic Real Food Dollar,3.4,0.2,3.6,Transportation
4,Food and beverage dollar,7,6/17/05,Cents per Domestic Real Food Dollar,13.2,-0.2,13,Wholesale trade
4,Food and beverage dollar,8,6/17/05,Cents per Domestic Real Food Dollar,15,0.2,15.2,Retail trade
4,Food and beverage dollar,9,6/17/05,Cents per Domestic Real Food Dollar,19.2,0.2,18.9,Foodservices
4,Food and beverage dollar,10,6/17/05,Cents per Domestic Real Food Dollar,1.9,0.2,2.1,Energy
4,Food and beverage dollar,11,6/17/05,Cents per Domestic Real Food Dollar,3.6,0.1,3.7,Finance & Insurance
4,Food and beverage dollar,12,6/17/05,Cents per Domestic Real Food Dollar,2.5,0.1,2.6,Advertising
4,Food and beverage dollar,13,6/17/05,Cents per Domestic Real Food Dollar,0.9,0,0.9,Legal & accounting
4,Food and beverage dollar,14,6/17/05,Cents per Domestic Real Food Dollar,0,0,106.7,Total food dollar
4,Food and beverage dollar,15,6/17/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
4,Food and beverage dollar,16,6/17/05,Cents per Domestic Real Food Dollar,0,0,15.5,Farm share
5,Home food and beverage dollar,1,6/17/05,Cents per Domestic Real Food Dollar,90.8,4.7,96.7,Total
5,Home food and beverage dollar,2,6/17/05,Cents per Domestic Real Food Dollar,3.2,0.4,3.6,Agribusiness
5,Home food and beverage dollar,3,6/17/05,Cents per Domestic Real Food Dollar,10.2,0.9,11.1,Farm production
5,Home food and beverage dollar,4,6/17/05,Cents per Domestic Real Food Dollar,25.6,1.5,26.9,Food processing
5,Home food and beverage dollar,5,6/17/05,Cents per Domestic Real Food Dollar,4.6,1.1,5.8,Packaging
5,Home food and beverage dollar,6,6/17/05,Cents per Domestic Real Food Dollar,4.1,0.3,4.4,Transportation
5,Home food and beverage dollar,7,6/17/05,Cents per Domestic Real Food Dollar,16.9,-0.3,16.6,Wholesale trade
5,Home food and beverage dollar,8,6/17/05,Cents per Domestic Real Food Dollar,25.3,0.3,25.6,Retail trade
5,Home food and beverage dollar,9,6/17/05,Cents per Domestic Real Food Dollar,0.2,0,0.2,Foodservices
5,Home food and beverage dollar,10,6/17/05,Cents per Domestic Real Food Dollar,1.9,0.3,2.1,Energy
5,Home food and beverage dollar,11,6/17/05,Cents per Domestic Real Food Dollar,3.8,0.1,3.9,Finance & Insurance
5,Home food and beverage dollar,12,6/17/05,Cents per Domestic Real Food Dollar,2.5,0.1,2.6,Advertising
5,Home food and beverage dollar,13,6/17/05,Cents per Domestic Real Food Dollar,0.9,0,0.9,Legal & accounting
5,Home food and beverage dollar,14,6/17/05,Cents per Domestic Real Food Dollar,0,0,106,Total food dollar
5,Home food and beverage dollar,15,6/17/05,Cents per Domestic Real Food Dollar,0,0,100,Domestic food dollar
5,Home food and beverage dollar,16,6/17/05,Cents per Domestic Real Food Dollar,0,0,19.1,Farm share
6,Away food and beverage dollar,1,6/17/05,Cents per Domestic Real Food Dollar,88.2,3.3,92.7,Total
6,Away food and beverage dollar,2,6/17/05,Cents per Domestic Real Food Dollar,1.6,0.2,1.8,Agribusiness
6,Away food and beverage dollar,3,6/17/05,Cents per Domestic Real Food Dollar,5.2,0.6,5.8,Farm production
